ticker,fiscal_period,period_end_date,accession_no,segment,metric_name,metric_value,metric_unit,source_label
NVR,Q3 2024,2024-10-22,0000906163-24-000118,consolidated,cancellation_rate_pct,14.5,pct,https://www.sec.gov/Archives/edgar/data/906163/000090616324000118/q32024ex991_earningsrelease.htm
NVR,Q3 2024,2024-10-22,0000906163-24-000118,consolidated,backlog_units,11339.0,units,https://www.sec.gov/Archives/edgar/data/906163/000090616324000118/q32024ex991_earningsrelease.htm
NVR,Q3 2024,2024-10-22,0000906163-24-000118,consolidated,community_count,422.0,count,https://www.sec.gov/Archives/edgar/data/906163/000090616324000118/q32024ex991_earningsrelease.htm
NVR,Q3 2024,2024-10-22,0000906163-24-000118,consolidated,closings_units,5908.0,units,https://www.sec.gov/Archives/edgar/data/906163/000090616324000118/q32024ex991_earningsrelease.htm
NVR,Q3 2024,2024-10-22,0000906163-24-000118,consolidated,asp_dollars,453200.0,usd,https://www.sec.gov/Archives/edgar/data/906163/000090616324000118/q32024ex991_earningsrelease.htm
NVR,Q3 2024,2024-10-22,0000906163-24-000118,consolidated,gross_margin_pct,23.4,pct,https://www.sec.gov/Archives/edgar/data/906163/000090616324000118/q32024ex991_earningsrelease.htm
NVR,Q2 2024,2024-07-23,0000906163-24-000094,consolidated,net_orders_units,6067.0,units,https://www.sec.gov/Archives/edgar/data/906163/000090616324000094/q22024ex991_earningsrelease.htm
NVR,Q2 2024,2024-07-23,0000906163-24-000094,consolidated,cancellation_rate_pct,12.9,pct,https://www.sec.gov/Archives/edgar/data/906163/000090616324000094/q22024ex991_earningsrelease.htm
NVR,Q2 2024,2024-07-23,0000906163-24-000094,consolidated,backlog_units,11597.0,units,https://www.sec.gov/Archives/edgar/data/906163/000090616324000094/q22024ex991_earningsrelease.htm
NVR,Q2 2024,2024-07-23,0000906163-24-000094,consolidated,community_count,433.0,count,https://www.sec.gov/Archives/edgar/data/906163/000090616324000094/q22024ex991_earningsrelease.htm
NVR,Q2 2024,2024-07-23,0000906163-24-000094,consolidated,closings_units,5659.0,units,https://www.sec.gov/Archives/edgar/data/906163/000090616324000094/q22024ex991_earningsrelease.htm
NVR,Q2 2024,2024-07-23,0000906163-24-000094,consolidated,asp_dollars,450200.0,usd,https://www.sec.gov/Archives/edgar/data/906163/000090616324000094/q22024ex991_earningsrelease.htm
NVR,Q2 2024,2024-07-23,0000906163-24-000094,consolidated,gross_margin_pct,23.6,pct,https://www.sec.gov/Archives/edgar/data/906163/000090616324000094/q22024ex991_earningsrelease.htm
PHM,Q1 2026,2026-04-22,0000822416-26-000021,consolidated,net_orders_units,8034.0,units,https://www.sec.gov/Archives/edgar/data/822416/000082241626000021/ex991earningspr3312026.htm
PHM,Q1 2026,2026-04-22,0000822416-26-000021,consolidated,backlog_units,10427.0,units,https://www.sec.gov/Archives/edgar/data/822416/000082241626000021/ex991earningspr3312026.htm
PHM,Q1 2026,2026-04-22,0000822416-26-000021,consolidated,community_count,1043.0,count,https://www.sec.gov/Archives/edgar/data/822416/000082241626000021/ex991earningspr3312026.htm
PHM,Q1 2026,2026-04-22,0000822416-26-000021,consolidated,closings_units,6102.0,units,https://www.sec.gov/Archives/edgar/data/822416/000082241626000021/ex991earningspr3312026.htm
PHM,Q1 2026,2026-04-22,0000822416-26-000021,consolidated,asp_dollars,542000.0,usd,https://www.sec.gov/Archives/edgar/data/822416/000082241626000021/ex991earningspr3312026.htm
PHM,Q1 2026,2026-04-22,0000822416-26-000021,consolidated,gross_margin_pct,24.4,pct,https://www.sec.gov/Archives/edgar/data/822416/000082241626000021/ex991earningspr3312026.htm
PHM,Q4 2025,2026-01-29,0000822416-26-000003,consolidated,net_orders_units,6428.0,units,https://www.sec.gov/Archives/edgar/data/822416/000082241626000003/ex-991xearningsrelease4q20.htm
PHM,Q4 2025,2026-01-29,0000822416-26-000003,consolidated,backlog_units,8495.0,units,https://www.sec.gov/Archives/edgar/data/822416/000082241626000003/ex-991xearningsrelease4q20.htm
PHM,Q4 2025,2026-01-29,0000822416-26-000003,consolidated,community_count,1014.0,count,https://www.sec.gov/Archives/edgar/data/822416/000082241626000003/ex-991xearningsrelease4q20.htm
PHM,Q4 2025,2026-01-29,0000822416-26-000003,consolidated,closings_units,7821.0,units,https://www.sec.gov/Archives/edgar/data/822416/000082241626000003/ex-991xearningsrelease4q20.htm
PHM,Q4 2025,2026-01-29,0000822416-26-000003,consolidated,asp_dollars,573000.0,usd,https://www.sec.gov/Archives/edgar/data/822416/000082241626000003/ex-991xearningsrelease4q20.htm
PHM,Q4 2025,2026-01-29,0000822416-26-000003,consolidated,gross_margin_pct,24.7,pct,https://www.sec.gov/Archives/edgar/data/822416/000082241626000003/ex-991xearningsrelease4q20.htm
PHM,Q3 2025,2025-10-21,0000822416-25-000059,consolidated,net_orders_units,6638.0,units,https://www.sec.gov/Archives/edgar/data/822416/000082241625000059/ex991earningspr09302025.htm
PHM,Q3 2025,2025-10-21,0000822416-25-000059,consolidated,backlog_units,9888.0,units,https://www.sec.gov/Archives/edgar/data/822416/000082241625000059/ex991earningspr09302025.htm
PHM,Q3 2025,2025-10-21,0000822416-25-000059,consolidated,community_count,1002.0,count,https://www.sec.gov/Archives/edgar/data/822416/000082241625000059/ex991earningspr09302025.htm
PHM,Q3 2025,2025-10-21,0000822416-25-000059,consolidated,closings_units,7529.0,units,https://www.sec.gov/Archives/edgar/data/822416/000082241625000059/ex991earningspr09302025.htm
PHM,Q3 2025,2025-10-21,0000822416-25-000059,consolidated,asp_dollars,564000.0,usd,https://www.sec.gov/Archives/edgar/data/822416/000082241625000059/ex991earningspr09302025.htm
PHM,Q3 2025,2025-10-21,0000822416-25-000059,consolidated,gross_margin_pct,26.2,pct,https://www.sec.gov/Archives/edgar/data/822416/000082241625000059/ex991earningspr09302025.htm
PHM,Q2 2025,2025-07-22,0000822416-25-000049,consolidated,net_orders_units,7083.0,units,https://www.sec.gov/Archives/edgar/data/822416/000082241625000049/ex991earningspr06302025.htm
PHM,Q2 2025,2025-07-22,0000822416-25-000049,consolidated,backlog_units,10779.0,units,https://www.sec.gov/Archives/edgar/data/822416/000082241625000049/ex991earningspr06302025.htm
PHM,Q2 2025,2025-07-22,0000822416-25-000049,consolidated,community_count,994.0,count,https://www.sec.gov/Archives/edgar/data/822416/000082241625000049/ex991earningspr06302025.htm
PHM,Q2 2025,2025-07-22,0000822416-25-000049,consolidated,closings_units,7639.0,units,https://www.sec.gov/Archives/edgar/data/822416/000082241625000049/ex991earningspr06302025.htm
PHM,Q2 2025,2025-07-22,0000822416-25-000049,consolidated,asp_dollars,559000.0,usd,https://www.sec.gov/Archives/edgar/data/822416/000082241625000049/ex991earningspr06302025.htm
PHM,Q2 2025,2025-07-22,0000822416-25-000049,consolidated,gross_margin_pct,27.0,pct,https://www.sec.gov/Archives/edgar/data/822416/000082241625000049/ex991earningspr06302025.htm
PHM,Q1 2025,2025-04-22,0000822416-25-000030,consolidated,net_orders_units,7765.0,units,https://www.sec.gov/Archives/edgar/data/822416/000082241625000030/ex991earningspr03312025.htm
PHM,Q1 2025,2025-04-22,0000822416-25-000030,consolidated,backlog_units,11335.0,units,https://www.sec.gov/Archives/edgar/data/822416/000082241625000030/ex991earningspr03312025.htm
PHM,Q1 2025,2025-04-22,0000822416-25-000030,consolidated,community_count,961.0,count,https://www.sec.gov/Archives/edgar/data/822416/000082241625000030/ex991earningspr03312025.htm
PHM,Q1 2025,2025-04-22,0000822416-25-000030,consolidated,closings_units,6583.0,units,https://www.sec.gov/Archives/edgar/data/822416/000082241625000030/ex991earningspr03312025.htm
PHM,Q1 2025,2025-04-22,0000822416-25-000030,consolidated,asp_dollars,570000.0,usd,https://www.sec.gov/Archives/edgar/data/822416/000082241625000030/ex991earningspr03312025.htm
PHM,Q1 2025,2025-04-22,0000822416-25-000030,consolidated,gross_margin_pct,27.5,pct,https://www.sec.gov/Archives/edgar/data/822416/000082241625000030/ex991earningspr03312025.htm
PHM,Q4 2024,2025-01-29,0000822416-25-000003,consolidated,net_orders_units,6167.0,units,https://www.sec.gov/Archives/edgar/data/822416/000082241625000003/ex-991xearningsrelease4q20.htm
PHM,Q4 2024,2025-01-29,0000822416-25-000003,consolidated,backlog_units,10153.0,units,https://www.sec.gov/Archives/edgar/data/822416/000082241625000003/ex-991xearningsrelease4q20.htm
PHM,Q4 2024,2025-01-29,0000822416-25-000003,consolidated,community_count,960.0,count,https://www.sec.gov/Archives/edgar/data/822416/000082241625000003/ex-991xearningsrelease4q20.htm
PHM,Q4 2024,2025-01-29,0000822416-25-000003,consolidated,closings_units,8103.0,units,https://www.sec.gov/Archives/edgar/data/822416/000082241625000003/ex-991xearningsrelease4q20.htm
PHM,Q4 2024,2025-01-29,0000822416-25-000003,consolidated,asp_dollars,581000.0,usd,https://www.sec.gov/Archives/edgar/data/822416/000082241625000003/ex-991xearningsrelease4q20.htm
PHM,Q4 2024,2025-01-29,0000822416-25-000003,consolidated,gross_margin_pct,27.5,pct,https://www.sec.gov/Archives/edgar/data/822416/000082241625000003/ex-991xearningsrelease4q20.htm
PHM,Q3 2024,2024-10-22,0000822416-24-000035,consolidated,net_orders_units,7031.0,units,https://www.sec.gov/Archives/edgar/data/822416/000082241624000035/ex991earningspr10222024.htm
PHM,Q3 2024,2024-10-22,0000822416-24-000035,consolidated,backlog_units,12089.0,units,https://www.sec.gov/Archives/edgar/data/822416/000082241624000035/ex991earningspr10222024.htm
PHM,Q3 2024,2024-10-22,0000822416-24-000035,consolidated,community_count,957.0,count,https://www.sec.gov/Archives/edgar/data/822416/000082241624000035/ex991earningspr10222024.htm
PHM,Q3 2024,2024-10-22,0000822416-24-000035,consolidated,closings_units,7924.0,units,https://www.sec.gov/Archives/edgar/data/822416/000082241624000035/ex991earningspr10222024.htm
PHM,Q3 2024,2024-10-22,0000822416-24-000035,consolidated,asp_dollars,548000.0,usd,https://www.sec.gov/Archives/edgar/data/822416/000082241624000035/ex991earningspr10222024.htm
PHM,Q3 2024,2024-10-22,0000822416-24-000035,consolidated,gross_margin_pct,28.8,pct,https://www.sec.gov/Archives/edgar/data/822416/000082241624000035/ex991earningspr10222024.htm
PHM,Q2 2024,2024-07-23,0000822416-24-000026,consolidated,net_orders_units,7649.0,units,https://www.sec.gov/Archives/edgar/data/822416/000082241624000026/ex991earningspr07232024.htm
PHM,Q2 2024,2024-07-23,0000822416-24-000026,consolidated,backlog_units,12982.0,units,https://www.sec.gov/Archives/edgar/data/822416/000082241624000026/ex991earningspr07232024.htm
PHM,Q2 2024,2024-07-23,0000822416-24-000026,consolidated,community_count,934.0,count,https://www.sec.gov/Archives/edgar/data/822416/000082241624000026/ex991earningspr07232024.htm
PHM,Q2 2024,2024-07-23,0000822416-24-000026,consolidated,closings_units,8097.0,units,https://www.sec.gov/Archives/edgar/data/822416/000082241624000026/ex991earningspr07232024.htm
PHM,Q2 2024,2024-07-23,0000822416-24-000026,consolidated,asp_dollars,549000.0,usd,https://www.sec.gov/Archives/edgar/data/822416/000082241624000026/ex991earningspr07232024.htm
PHM,Q2 2024,2024-07-23,0000822416-24-000026,consolidated,gross_margin_pct,29.9,pct,https://www.sec.gov/Archives/edgar/data/822416/000082241624000026/ex991earningspr07232024.htm
TOL,Q1 FY2026,2026-02-17,0000794170-26-000050,consolidated,net_orders_units,2303.0,units,https://www.sec.gov/Archives/edgar/data/794170/000079417026000050/tol-1312026x8kexh991.htm
TOL,Q1 FY2026,2026-02-17,0000794170-26-000050,consolidated,cancellation_rate_pct,5.4,pct,https://www.sec.gov/Archives/edgar/data/794170/000079417026000050/tol-1312026x8kexh991.htm
TOL,Q1 FY2026,2026-02-17,0000794170-26-000050,consolidated,backlog_units,5051.0,units,https://www.sec.gov/Archives/edgar/data/794170/000079417026000050/tol-1312026x8kexh991.htm
TOL,Q1 FY2026,2026-02-17,0000794170-26-000050,consolidated,community_count,445.0,count,https://www.sec.gov/Archives/edgar/data/794170/000079417026000050/tol-1312026x8kexh991.htm
TOL,Q1 FY2026,2026-02-17,0000794170-26-000050,consolidated,closings_units,1899.0,units,https://www.sec.gov/Archives/edgar/data/794170/000079417026000050/tol-1312026x8kexh991.htm
TOL,Q1 FY2026,2026-02-17,0000794170-26-000050,consolidated,asp_dollars,977000.0,usd,https://www.sec.gov/Archives/edgar/data/794170/000079417026000050/tol-1312026x8kexh991.htm
TOL,Q1 FY2026,2026-02-17,0000794170-26-000050,consolidated,gross_margin_pct,24.8,pct,https://www.sec.gov/Archives/edgar/data/794170/000079417026000050/tol-1312026x8kexh991.htm
TOL,Q4 FY2025,2025-12-08,0000794170-25-000099,consolidated,net_orders_units,2598.0,units,https://www.sec.gov/Archives/edgar/data/794170/000079417025000099/tol-10312025x8kexh991.htm
TOL,Q4 FY2025,2025-12-08,0000794170-25-000099,consolidated,cancellation_rate_pct,8.3,pct,https://www.sec.gov/Archives/edgar/data/794170/000079417025000099/tol-10312025x8kexh991.htm
TOL,Q4 FY2025,2025-12-08,0000794170-25-000099,consolidated,backlog_units,4647.0,units,https://www.sec.gov/Archives/edgar/data/794170/000079417025000099/tol-10312025x8kexh991.htm
TOL,Q4 FY2025,2025-12-08,0000794170-25-000099,consolidated,community_count,446.0,count,https://www.sec.gov/Archives/edgar/data/794170/000079417025000099/tol-10312025x8kexh991.htm
TOL,Q4 FY2025,2025-12-08,0000794170-25-000099,consolidated,closings_units,3443.0,units,https://www.sec.gov/Archives/edgar/data/794170/000079417025000099/tol-10312025x8kexh991.htm
TOL,Q4 FY2025,2025-12-08,0000794170-25-000099,consolidated,asp_dollars,991600.0,usd,https://www.sec.gov/Archives/edgar/data/794170/000079417025000099/tol-10312025x8kexh991.htm
TOL,Q4 FY2025,2025-12-08,0000794170-25-000099,consolidated,gross_margin_pct,25.5,pct,https://www.sec.gov/Archives/edgar/data/794170/000079417025000099/tol-10312025x8kexh991.htm
TOL,Q3 FY2025,2025-08-19,0000794170-25-000055,consolidated,net_orders_units,2388.0,units,https://www.sec.gov/Archives/edgar/data/794170/000079417025000055/tol-7312025x8kexh991.htm
TOL,Q3 FY2025,2025-08-19,0000794170-25-000055,consolidated,cancellation_rate_pct,7.5,pct,https://www.sec.gov/Archives/edgar/data/794170/000079417025000055/tol-7312025x8kexh991.htm
TOL,Q3 FY2025,2025-08-19,0000794170-25-000055,consolidated,backlog_units,5492.0,units,https://www.sec.gov/Archives/edgar/data/794170/000079417025000055/tol-7312025x8kexh991.htm
TOL,Q3 FY2025,2025-08-19,0000794170-25-000055,consolidated,community_count,420.0,count,https://www.sec.gov/Archives/edgar/data/794170/000079417025000055/tol-7312025x8kexh991.htm
TOL,Q3 FY2025,2025-08-19,0000794170-25-000055,consolidated,closings_units,2959.0,units,https://www.sec.gov/Archives/edgar/data/794170/000079417025000055/tol-7312025x8kexh991.htm
TOL,Q3 FY2025,2025-08-19,0000794170-25-000055,consolidated,asp_dollars,974000.0,usd,https://www.sec.gov/Archives/edgar/data/794170/000079417025000055/tol-7312025x8kexh991.htm
TOL,Q3 FY2025,2025-08-19,0000794170-25-000055,consolidated,gross_margin_pct,25.6,pct,https://www.sec.gov/Archives/edgar/data/794170/000079417025000055/tol-7312025x8kexh991.htm
TOL,Q2 FY2025,2025-05-20,0000794170-25-000035,consolidated,net_orders_units,2650.0,units,https://www.sec.gov/Archives/edgar/data/794170/000079417025000035/tol-4302025x8kexh991.htm
TOL,Q2 FY2025,2025-05-20,0000794170-25-000035,consolidated,cancellation_rate_pct,6.2,pct,https://www.sec.gov/Archives/edgar/data/794170/000079417025000035/tol-4302025x8kexh991.htm
TOL,Q2 FY2025,2025-05-20,0000794170-25-000035,consolidated,backlog_units,6063.0,units,https://www.sec.gov/Archives/edgar/data/794170/000079417025000035/tol-4302025x8kexh991.htm
TOL,Q2 FY2025,2025-05-20,0000794170-25-000035,consolidated,community_count,421.0,count,https://www.sec.gov/Archives/edgar/data/794170/000079417025000035/tol-4302025x8kexh991.htm
TOL,Q2 FY2025,2025-05-20,0000794170-25-000035,consolidated,closings_units,2899.0,units,https://www.sec.gov/Archives/edgar/data/794170/000079417025000035/tol-4302025x8kexh991.htm
TOL,Q2 FY2025,2025-05-20,0000794170-25-000035,consolidated,asp_dollars,933600.0,usd,https://www.sec.gov/Archives/edgar/data/794170/000079417025000035/tol-4302025x8kexh991.htm
TOL,Q2 FY2025,2025-05-20,0000794170-25-000035,consolidated,gross_margin_pct,26.0,pct,https://www.sec.gov/Archives/edgar/data/794170/000079417025000035/tol-4302025x8kexh991.htm
TOL,Q1 FY2025,2025-02-18,0000794170-25-000024,consolidated,net_orders_units,2307.0,units,https://www.sec.gov/Archives/edgar/data/794170/000079417025000024/tol-1312025x8kexh991.htm
TOL,Q1 FY2025,2025-02-18,0000794170-25-000024,consolidated,cancellation_rate_pct,5.8,pct,https://www.sec.gov/Archives/edgar/data/794170/000079417025000024/tol-1312025x8kexh991.htm
TOL,Q1 FY2025,2025-02-18,0000794170-25-000024,consolidated,backlog_units,6312.0,units,https://www.sec.gov/Archives/edgar/data/794170/000079417025000024/tol-1312025x8kexh991.htm
TOL,Q1 FY2025,2025-02-18,0000794170-25-000024,consolidated,community_count,406.0,count,https://www.sec.gov/Archives/edgar/data/794170/000079417025000024/tol-1312025x8kexh991.htm
TOL,Q1 FY2025,2025-02-18,0000794170-25-000024,consolidated,closings_units,1991.0,units,https://www.sec.gov/Archives/edgar/data/794170/000079417025000024/tol-1312025x8kexh991.htm
TOL,Q1 FY2025,2025-02-18,0000794170-25-000024,consolidated,asp_dollars,924600.0,usd,https://www.sec.gov/Archives/edgar/data/794170/000079417025000024/tol-1312025x8kexh991.htm
TOL,Q1 FY2025,2025-02-18,0000794170-25-000024,consolidated,gross_margin_pct,25.0,pct,https://www.sec.gov/Archives/edgar/data/794170/000079417025000024/tol-1312025x8kexh991.htm
TOL,Q4 FY2024,2024-12-09,0000794170-24-000046,consolidated,net_orders_units,2658.0,units,https://www.sec.gov/Archives/edgar/data/794170/000079417024000046/tol-10312024x8kexh991.htm
TOL,Q4 FY2024,2024-12-09,0000794170-24-000046,consolidated,cancellation_rate_pct,5.9,pct,https://www.sec.gov/Archives/edgar/data/794170/000079417024000046/tol-10312024x8kexh991.htm
TOL,Q4 FY2024,2024-12-09,0000794170-24-000046,consolidated,backlog_units,5996.0,units,https://www.sec.gov/Archives/edgar/data/794170/000079417024000046/tol-10312024x8kexh991.htm
TOL,Q4 FY2024,2024-12-09,0000794170-24-000046,consolidated,community_count,408.0,count,https://www.sec.gov/Archives/edgar/data/794170/000079417024000046/tol-10312024x8kexh991.htm
TOL,Q4 FY2024,2024-12-09,0000794170-24-000046,consolidated,closings_units,3431.0,units,https://www.sec.gov/Archives/edgar/data/794170/000079417024000046/tol-10312024x8kexh991.htm
TOL,Q4 FY2024,2024-12-09,0000794170-24-000046,consolidated,asp_dollars,950200.0,usd,https://www.sec.gov/Archives/edgar/data/794170/000079417024000046/tol-10312024x8kexh991.htm
TOL,Q4 FY2024,2024-12-09,0000794170-24-000046,consolidated,gross_margin_pct,26.0,pct,https://www.sec.gov/Archives/edgar/data/794170/000079417024000046/tol-10312024x8kexh991.htm
TOL,Q3 FY2024,2024-08-20,0000794170-24-000039,consolidated,net_orders_units,2490.0,units,https://www.sec.gov/Archives/edgar/data/794170/000079417024000039/tol-7312024x8kexh991.htm
TOL,Q3 FY2024,2024-08-20,0000794170-24-000039,consolidated,cancellation_rate_pct,6.4,pct,https://www.sec.gov/Archives/edgar/data/794170/000079417024000039/tol-7312024x8kexh991.htm
TOL,Q3 FY2024,2024-08-20,0000794170-24-000039,consolidated,backlog_units,6769.0,units,https://www.sec.gov/Archives/edgar/data/794170/000079417024000039/tol-7312024x8kexh991.htm
TOL,Q3 FY2024,2024-08-20,0000794170-24-000039,consolidated,community_count,404.0,count,https://www.sec.gov/Archives/edgar/data/794170/000079417024000039/tol-7312024x8kexh991.htm
TOL,Q3 FY2024,2024-08-20,0000794170-24-000039,consolidated,closings_units,2814.0,units,https://www.sec.gov/Archives/edgar/data/794170/000079417024000039/tol-7312024x8kexh991.htm
TOL,Q3 FY2024,2024-08-20,0000794170-24-000039,consolidated,asp_dollars,968000.0,usd,https://www.sec.gov/Archives/edgar/data/794170/000079417024000039/tol-7312024x8kexh991.htm
TOL,Q3 FY2024,2024-08-20,0000794170-24-000039,consolidated,gross_margin_pct,27.4,pct,https://www.sec.gov/Archives/edgar/data/794170/000079417024000039/tol-7312024x8kexh991.htm
TOL,Q2 FY2024,2024-05-21,0000794170-24-000030,consolidated,net_orders_units,3041.0,units,https://www.sec.gov/Archives/edgar/data/794170/000079417024000030/tol-4302024x8kexh991.htm
TOL,Q2 FY2024,2024-05-21,0000794170-24-000030,consolidated,cancellation_rate_pct,5.7,pct,https://www.sec.gov/Archives/edgar/data/794170/000079417024000030/tol-4302024x8kexh991.htm
TOL,Q2 FY2024,2024-05-21,0000794170-24-000030,consolidated,backlog_units,7093.0,units,https://www.sec.gov/Archives/edgar/data/794170/000079417024000030/tol-4302024x8kexh991.htm
TOL,Q2 FY2024,2024-05-21,0000794170-24-000030,consolidated,community_count,386.0,count,https://www.sec.gov/Archives/edgar/data/794170/000079417024000030/tol-4302024x8kexh991.htm
TOL,Q2 FY2024,2024-05-21,0000794170-24-000030,consolidated,closings_units,2641.0,units,https://www.sec.gov/Archives/edgar/data/794170/000079417024000030/tol-4302024x8kexh991.htm
TOL,Q2 FY2024,2024-05-21,0000794170-24-000030,consolidated,asp_dollars,1002300.0,usd,https://www.sec.gov/Archives/edgar/data/794170/000079417024000030/tol-4302024x8kexh991.htm
TOL,Q2 FY2024,2024-05-21,0000794170-24-000030,consolidated,gross_margin_pct,25.8,pct,https://www.sec.gov/Archives/edgar/data/794170/000079417024000030/tol-4302024x8kexh991.htm
KBH,Q1 2026,2026-03-24,0000795266-26-000037,consolidated,net_orders_units,2846.0,units,https://www.sec.gov/Archives/edgar/data/795266/000079526626000037/exh991kbh-earningsrelease0.htm
KBH,Q1 2026,2026-03-24,0000795266-26-000037,consolidated,cancellation_rate_pct,12.0,pct,https://www.sec.gov/Archives/edgar/data/795266/000079526626000037/exh991kbh-earningsrelease0.htm
KBH,Q1 2026,2026-03-24,0000795266-26-000037,consolidated,backlog_units,3604.0,units,https://www.sec.gov/Archives/edgar/data/795266/000079526626000037/exh991kbh-earningsrelease0.htm
KBH,Q1 2026,2026-03-24,0000795266-26-000037,consolidated,community_count,274.0,count,https://www.sec.gov/Archives/edgar/data/795266/000079526626000037/exh991kbh-earningsrelease0.htm
KBH,Q1 2026,2026-03-24,0000795266-26-000037,consolidated,closings_units,2370.0,units,https://www.sec.gov/Archives/edgar/data/795266/000079526626000037/exh991kbh-earningsrelease0.htm
KBH,Q1 2026,2026-03-24,0000795266-26-000037,consolidated,asp_dollars,452100.0,usd,https://www.sec.gov/Archives/edgar/data/795266/000079526626000037/exh991kbh-earningsrelease0.htm
KBH,Q1 2026,2026-03-24,0000795266-26-000037,consolidated,gross_margin_pct,15.3,pct,https://www.sec.gov/Archives/edgar/data/795266/000079526626000037/exh991kbh-earningsrelease0.htm
KBH,Q4 FY2025,2025-12-18,0000795266-25-000109,consolidated,net_orders_units,2414.0,units,https://www.sec.gov/Archives/edgar/data/795266/000079526625000109/exh991kbh-earningsrelease1.htm
KBH,Q4 FY2025,2025-12-18,0000795266-25-000109,consolidated,cancellation_rate_pct,18.0,pct,https://www.sec.gov/Archives/edgar/data/795266/000079526625000109/exh991kbh-earningsrelease1.htm
KBH,Q4 FY2025,2025-12-18,0000795266-25-000109,consolidated,backlog_units,3128.0,units,https://www.sec.gov/Archives/edgar/data/795266/000079526625000109/exh991kbh-earningsrelease1.htm
KBH,Q4 FY2025,2025-12-18,0000795266-25-000109,consolidated,community_count,271.0,count,https://www.sec.gov/Archives/edgar/data/795266/000079526625000109/exh991kbh-earningsrelease1.htm
KBH,Q4 FY2025,2025-12-18,0000795266-25-000109,consolidated,closings_units,3619.0,units,https://www.sec.gov/Archives/edgar/data/795266/000079526625000109/exh991kbh-earningsrelease1.htm
KBH,Q4 FY2025,2025-12-18,0000795266-25-000109,consolidated,asp_dollars,465600.0,usd,https://www.sec.gov/Archives/edgar/data/795266/000079526625000109/exh991kbh-earningsrelease1.htm
KBH,Q4 FY2025,2025-12-18,0000795266-25-000109,consolidated,gross_margin_pct,17.0,pct,https://www.sec.gov/Archives/edgar/data/795266/000079526625000109/exh991kbh-earningsrelease1.htm
KBH,Q3 2025,2025-09-24,0000795266-25-000092,consolidated,net_orders_units,2950.0,units,https://www.sec.gov/Archives/edgar/data/795266/000079526625000092/exh991kbh-earningsrelease0.htm
KBH,Q3 2025,2025-09-24,0000795266-25-000092,consolidated,cancellation_rate_pct,17.0,pct,https://www.sec.gov/Archives/edgar/data/795266/000079526625000092/exh991kbh-earningsrelease0.htm
KBH,Q3 2025,2025-09-24,0000795266-25-000092,consolidated,backlog_units,4333.0,units,https://www.sec.gov/Archives/edgar/data/795266/000079526625000092/exh991kbh-earningsrelease0.htm
KBH,Q3 2025,2025-09-24,0000795266-25-000092,consolidated,community_count,259.0,count,https://www.sec.gov/Archives/edgar/data/795266/000079526625000092/exh991kbh-earningsrelease0.htm
KBH,Q3 2025,2025-09-24,0000795266-25-000092,consolidated,closings_units,3393.0,units,https://www.sec.gov/Archives/edgar/data/795266/000079526625000092/exh991kbh-earningsrelease0.htm
KBH,Q3 2025,2025-09-24,0000795266-25-000092,consolidated,asp_dollars,475700.0,usd,https://www.sec.gov/Archives/edgar/data/795266/000079526625000092/exh991kbh-earningsrelease0.htm
KBH,Q3 2025,2025-09-24,0000795266-25-000092,consolidated,gross_margin_pct,18.2,pct,https://www.sec.gov/Archives/edgar/data/795266/000079526625000092/exh991kbh-earningsrelease0.htm
KBH,Q2 2025,2025-06-23,0000795266-25-000078,consolidated,net_orders_units,3460.0,units,https://www.sec.gov/Archives/edgar/data/795266/000079526625000078/exh991kbh-earningsrelease0.htm
KBH,Q2 2025,2025-06-23,0000795266-25-000078,consolidated,cancellation_rate_pct,16.0,pct,https://www.sec.gov/Archives/edgar/data/795266/000079526625000078/exh991kbh-earningsrelease0.htm
KBH,Q2 2025,2025-06-23,0000795266-25-000078,consolidated,backlog_units,4776.0,units,https://www.sec.gov/Archives/edgar/data/795266/000079526625000078/exh991kbh-earningsrelease0.htm
KBH,Q2 2025,2025-06-23,0000795266-25-000078,consolidated,community_count,254.0,count,https://www.sec.gov/Archives/edgar/data/795266/000079526625000078/exh991kbh-earningsrelease0.htm
KBH,Q2 2025,2025-06-23,0000795266-25-000078,consolidated,closings_units,3120.0,units,https://www.sec.gov/Archives/edgar/data/795266/000079526625000078/exh991kbh-earningsrelease0.htm
KBH,Q2 2025,2025-06-23,0000795266-25-000078,consolidated,asp_dollars,488700.0,usd,https://www.sec.gov/Archives/edgar/data/795266/000079526625000078/exh991kbh-earningsrelease0.htm
KBH,Q2 2025,2025-06-23,0000795266-25-000078,consolidated,gross_margin_pct,19.3,pct,https://www.sec.gov/Archives/edgar/data/795266/000079526625000078/exh991kbh-earningsrelease0.htm
KBH,Q1 2025,2025-03-24,0000795266-25-000035,consolidated,net_orders_units,2772.0,units,https://www.sec.gov/Archives/edgar/data/795266/000079526625000035/exh991kbh-earningsrelease0.htm
KBH,Q1 2025,2025-03-24,0000795266-25-000035,consolidated,cancellation_rate_pct,16.0,pct,https://www.sec.gov/Archives/edgar/data/795266/000079526625000035/exh991kbh-earningsrelease0.htm
KBH,Q1 2025,2025-03-24,0000795266-25-000035,consolidated,backlog_units,4436.0,units,https://www.sec.gov/Archives/edgar/data/795266/000079526625000035/exh991kbh-earningsrelease0.htm
